,status,charter,ed_type,level_,grades,pb_prv_bie,school,district,county,street,city,state,zip,stacked,stack_cnt,source
2143,Active,No,Traditional,Elementary,K-5,Public,San Rafael Elementary,Pasadena Unified,Los Angeles,1090 Nithsdale Road,Pasadena,CA,91105-1499,No,1,Los Angeles CO Land Type 2011
2144,Active,No,Traditional,Elementary-High Combination,6-12,Public,Blair High,Pasadena Unified,Los Angeles,1201 South Marengo Avenue,Pasadena,CA,91106-4265,No,1,Los Angeles CO Land Type 2011
2145,Active,No,Traditional,Elementary,K-8,Public,Sierra Madre Elementary,Pasadena Unified,Los Angeles,141 West Highland Avenue,Sierra Madre,CA,91024-1810,No,1,Los Angeles CO Land Type 2011
2146,Active,No,Traditional,Elementary,K-5,Public,Jefferson Elementary,Pasadena Unified,Los Angeles,1500 East Villa Street,Pasadena,CA,91106,No,1,Los Angeles CO Land Type 2011
2147,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Washington Middle,Pasadena Unified,Los Angeles,1505 North Marengo Avenue,Pasadena,CA,91103-1813,Yes,2,Los Angeles CO Land Type 2011
2148,Active,No,Traditional,Elementary,K-5,Public,Washington Accelerated Elementary,Pasadena Unified,Los Angeles,1520 North Raymond Avenue,Pasadena,CA,91103,Yes,2,Los Angeles CO Land Type 2011
2149,Active,Yes,Traditional,Elementary,K-5,Public,Aveson School of Leaders,Pasadena Unified,Los Angeles,1919 East Pinecrest Drive,Altadena,CA,91001-2116,No,1,Los Angeles CO Land Type 2011
2150,Active,No,Traditional,Elementary,K-5,Public,Daniel Webster,Pasadena Unified,Los Angeles,2101 East Washington Boulevard,Pasadena,CA,91104-1899,No,1,Los Angeles CO Land Type 2011
2151,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Charles W. Eliot Middle,Pasadena Unified,Los Angeles,2184 North Lake Avenue,Altadena,CA,91001-2443,No,1,Los Angeles CO Land Type 2011
2152,Active,No,Traditional,Elementary,K-5,Public,Norma Coombs Alternative,Pasadena Unified,Los Angeles,2600 Paloma Street,Pasadena,CA,91107-2642,No,1,Los Angeles CO Parcels 2009-2010
2153,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Woodrow Wilson Middle,Pasadena Unified,Los Angeles,300 South Madre Avenue,Pasadena,CA,91107-4634,No,1,Los Angeles CO Land Type 2011
2154,Active,No,Traditional,Elementary,K-5,Public,Willard Elementary,Pasadena Unified,Los Angeles,301 South Madre Street,Pasadena,CA,91107-4635,No,1,Los Angeles CO Land Type 2011
2155,Active,No,Traditional,Elementary,K-8,Public,McKinley,Pasadena Unified,Los Angeles,325 South Oak Knoll Avenue,Pasadena,CA,91101-3418,No,1,Los Angeles CO Parcels 2009-2010
2156,Active,No,Continuation School,High School,9-12,Public,Rose City High (Continuation),Pasadena Unified,Los Angeles,351 Hudson Avenue,Pasadena,CA,91109,No,1,Los Angeles CO Parcels 2009-2010
2157,Active,Yes,Traditional,Elementary,K-4,Public,Pasadena Rosebud Academy,Pasadena Unified,Los Angeles,3544 North Canon Boulevard,Altadena,CA,91001-4008,Yes,2,Los Angeles CO Parcels 2014-2015
2158,Active,Yes,Traditional,Intermediate/Middle/Junior High,7-8,Public,Pasadena Rosebud Academy Middle,Pasadena Unified,Los Angeles,3544 North Canon Boulevard,Altadena,CA,91001,Yes,2,Los Angeles CO Parcels 2014-2015
2159,Active,No,Traditional,Elementary,K-5,Public,Field (Eugene) Elementary,Pasadena Unified,Los Angeles,3600 Sierra Madre Boulevard,Pasadena,CA,91107-1969,No,1,Los Angeles CO Land Type 2011
2160,Active,No,Traditional,Elementary,K-5,Public,Don Benito Fundamental,Pasadena Unified,Los Angeles,3700 Denair Street,Pasadena,CA,91107-1303,No,1,Los Angeles CO Parcels 2009-2010
2161,Active,No,Traditional,Elementary,K-5,Public,Madison Elementary,Pasadena Unified,Los Angeles,515 Ashtabula Street,Pasadena,CA,91104-4306,No,1,Los Angeles CO Land Type 2011
2162,Active,No,Traditional,Elementary,K-5,Public,Cleveland Elementary,Pasadena Unified,Los Angeles,524 Palisade Street,Pasadena,CA,91103-2056,No,1,Los Angeles CO Land Type 2011
2163,Active,No,Traditional,Elementary,K-5,Public,Franklin Elementary,Pasadena Unified,Los Angeles,527 West Ventura Street,Altadena,CA,91001-4936,No,1,Los Angeles CO Land Type 2011
2164,Active,Yes,Traditional,Elementary-High Combination,6-12,Public,Aveson Global Leadership Academy,Pasadena Unified,Los Angeles,575 West Altadena Drive,Altadena,CA,91001,No,1,Los Angeles CO Parcels 2009-2010
2165,Active,No,Traditional,Elementary,K-5,Public,Jackson Elementary,Pasadena Unified,Los Angeles,593 West Woodbury Road,Altadena,CA,91001-5464,No,1,Los Angeles CO Land Type 2011
2166,Active,No,Traditional,Elementary,K-5,Public,Altadena Elementary,Pasadena Unified,Los Angeles,743 East Calaveras Street,Altadena,CA,91001-2332,No,1,Los Angeles CO Land Type 2011
2167,Active,Yes,Traditional,High School,7-12,Public,Learning Works,Pasadena Unified,Los Angeles,90 North Daisy Avenue,Pasadena,CA,91107-3704,No,1,Los Angeles CO Parcels 2009-2010
2168,Active,No,Traditional,Elementary-High Combination,6-12,Public,Marshall Fundamental,Pasadena Unified,Los Angeles,990 North Allen Avenue,Pasadena,CA,91104-4025,No,1,Los Angeles CO Parcels 2009-2010
2169,Active,No,Traditional,Elementary,K-6,Public,Philadelphia Elementary,Pomona Unified,Los Angeles,600 East Philadelphia Street,Pomona,CA,91766-5799,No,1,Los Angeles CO Land Type 2011
2170,Active,No,Traditional,Elementary,K-6,Public,Kellogg Polytechnic Elementary,Pomona Unified,Los Angeles,610 Medina Avenue,Pomona,CA,91768-2517,No,1,Los Angeles CO Land Type 2011
2171,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Emerson Middle,Pomona Unified,Los Angeles,635 Lincoln Avenue,Pomona,CA,91767-4041,No,1,Los Angeles CO Land Type 2011
2172,Active,No,Traditional,Elementary,K-5,Public,Roosevelt Elementary,Pomona Unified,Los Angeles,701 North Huntington Boulevard,Pomona,CA,91768-3537,No,1,Los Angeles CO Land Type 2011
2173,Active,No,Traditional,Elementary,K-6,Public,Lopez Elementary,Pomona Unified,Los Angeles,701 South White Avenue,Pomona,CA,91766,No,1,Los Angeles CO Parcels 2009-2010
2174,Active,No,Traditional,High School,7-11,Public,Fremont Academy of Engineering and Design,Pomona Unified,Los Angeles,725 West Franklin Avenue,Pomona,CA,91766-5168,No,1,Los Angeles CO Land Type 2011
2175,Active,No,Traditional,Elementary,K-6,Public,Pantera Elementary,Pomona Unified,Los Angeles,801 Pantera Drive,Diamond Bar,CA,91765-4637,No,1,Los Angeles CO Parcels 2009-2010
2176,Active,No,Traditional,Elementary,K-5,Public,San Antonio Elementary,Pomona Unified,Los Angeles,855 East Kingsley Avenue,Pomona,CA,91767-4919,No,1,Los Angeles CO Land Type 2011
2177,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Simons Middle,Pomona Unified,Los Angeles,900 East Franklin Avenue,Pomona,CA,91766-5362,No,1,Los Angeles CO Land Type 2011
2178,Active,No,Traditional,Elementary,K-8,Public,Vejar Elementary,Pomona Unified,Los Angeles,950 West Grand Avenue,Pomona,CA,91766-3325,No,1,Los Angeles CO Land Type 2011
2179,Active,No,Traditional,Elementary,K-5,Public,Washington Elementary,Pomona Unified,Los Angeles,975 East Ninth Street,Pomona,CA,91766-3770,No,1,Los Angeles CO Land Type 2011
2180,Active,No,Traditional,Elementary,K-5,Public,Linda Vista Elementary,Alum Rock Union Elementary,Santa Clara,100 Kirk Avenue,San Jose,CA,95127-2295,No,1,Santa Clara Co Parcels 2012
2181,Active,No,Traditional,Elementary,K-5,Public,A. J. Dorsa Elementary,Alum Rock Union Elementary,Santa Clara,1290 Bal Harbor Drive,San Jose,CA,95122-1902,No,1,Santa Clara Co Parcels 2012
2182,Active,No,Alternative School of Choice,Elementary,K-8,Public,Adelante Dual Language Academy,Alum Rock Union Elementary,Santa Clara,2999 Ridgemont Drive,San Jose,CA,95127,No,1,Santa Clara Co Parcels 2012
2183,Active,No,Alternative School of Choice,Elementary,K-2,Public,Anthony P. Russo Academy,Alum Rock Union Elementary,Santa Clara,2851 Gay Avenue,San Jose,CA,95127,No,1,Santa Clara Co Parcels 2012
2184,Active,Yes,Traditional,Elementary,K-5,Public,Aptitud Community Academy at Goss,Alum Rock Union Elementary,Santa Clara,2475 Van Winkle Lane,San Jose,CA,95116-3758,No,1,Santa Clara Co Parcels 2012
2185,Active,No,Traditional,Elementary,K-5,Public,Ben Painter Elementary,Alum Rock Union Elementary,Santa Clara,500 Rough and Ready Road,San Jose,CA,95133-2068,Yes,2,Santa Clara Co Parcels 2012
2186,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,William Sheppard Middle,Alum Rock Union Elementary,Santa Clara,480 Rough and Ready Road,San Jose,CA,95133-2422,Yes,2,Santa Clara Co Parcels 2012
2187,Active,Yes,Traditional,Intermediate/Middle/Junior High,5-8,Public,ACE Alum Rock,Alum Rock Union Elementary,Santa Clara,2000 Kammerer Avenue,San Jose,CA,95116,Yes,3,Santa Clara Co Parcels 2012
2188,Active,No,Traditional,Elementary,K-5,Public,Clyde Arbuckle Elementary,Alum Rock Union Elementary,Santa Clara,1970 Cinderella Lane,San Jose,CA,95116-3503,No,1,Santa Clara Co Parcels 2012
2189,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Clyde L. Fischer Middle,Alum Rock Union Elementary,Santa Clara,1720 Hopkins Drive,San Jose,CA,95122-1632,Yes,2,Santa Clara Co Parcels 2012
2190,Active,No,Alternative School of Choice,Intermediate/Middle/Junior High,6-8,Public,Renaissance Academy,Alum Rock Union Elementary,Santa Clara,1720 Hopkins Drive,San Jose,CA,95122,Yes,2,Santa Clara Co Parcels 2012
2191,Active,No,Traditional,Elementary,K-5,Public,Donald J. Meyer Elementary,Alum Rock Union Elementary,Santa Clara,1824 Daytona Drive,San Jose,CA,95122-1719,No,1,Santa Clara Co Parcels 2012
2192,Active,No,Traditional,Elementary,K-5,Public,Horace Cureton Elementary,Alum Rock Union Elementary,Santa Clara,3720 East Hills Drive,San Jose,CA,95127-2418,No,1,Santa Clara Co Parcels 2012
2193,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Joseph George Middle,Alum Rock Union Elementary,Santa Clara,277 Mahoney Drive,San Jose,CA,95127-3547,No,1,Santa Clara Co Parcels 2012
2194,Active,Yes,Traditional,Intermediate/Middle/Junior High,5-8,Public,Kipp Prize Preparatory Academy,Alum Rock Union Elementary,Santa Clara,1250 South King Road,San Jose,CA,95122,Yes,3,Santa Clara Co Parcels 2012
2195,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Lee Mathson Middle,Alum Rock Union Elementary,Santa Clara,2050 Kammerer Avenue,San Jose,CA,95116-3020,Yes,2,Santa Clara Co Parcels 2012
2196,Active,No,Alternative School of Choice,Intermediate/Middle/Junior High,6-8,Public,Renaissance at Mathson,Alum Rock Union Elementary,Santa Clara,2050 Kammerer Avenue,San Jose,CA,95116,Yes,2,Santa Clara Co Parcels 2012
2197,Active,No,Traditional,Elementary,K-5,Public,Lyndale Elementary,Alum Rock Union Elementary,Santa Clara,13901 Nordyke Drive,San Jose,CA,95127-3138,No,1,Santa Clara Co Parcels 2012
2198,Active,No,Traditional,Elementary,K-5,Public,Millard McCollam Elementary,Alum Rock Union Elementary,Santa Clara,3311 Lucian Avenue,San Jose,CA,95127-1544,No,1,Santa Clara Co Parcels 2012
2199,Active,No,Traditional,Elementary,K-5,Public,O. S. Hubbard Elementary,Alum Rock Union Elementary,Santa Clara,1745 June Avenue,San Jose,CA,95122-2213,No,1,Santa Clara Co Parcels 2012
2200,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Ocala Middle,Alum Rock Union Elementary,Santa Clara,2800 Ocala Avenue,San Jose,CA,95148-1114,No,1,Santa Clara Co Parcels 2012
2201,Active,No,Traditional,Elementary,K-5,Public,San Antonio Elementary,Alum Rock Union Elementary,Santa Clara,1721 East San Antonio Street,San Jose,CA,95116-3060,Yes,2,Santa Clara Co Parcels 2012
2202,Active,No,Alternative School of Choice,Elementary,K-5,Public,Learning in an Urban Community with High Achievement (L.U.C.H.A.),Alum Rock Union Elementary,Santa Clara,1711 East San Antonio St,San Jose,CA,95116,Yes,2,Santa Clara Co Parcels 2012
2203,Active,No,Traditional,Elementary,K-5,Public,Sylvia Cassell Elementary,Alum Rock Union Elementary,Santa Clara,1300 Tallahassee Drive,San Jose,CA,95122-3939,No,1,Santa Clara Co Parcels 2012
2204,Active,No,Traditional,Elementary,K-5,Public,Thomas P. Ryan Elementary,Alum Rock Union Elementary,Santa Clara,1241 McGinness Avenue,San Jose,CA,95127-4026,No,1,Santa Clara Co Parcels 2012
2205,Active,No,Traditional,Elementary,K-5,Public,Brooktree Elementary,Berryessa Union Elementary,Santa Clara,1781 Olivetree Drive,San Jose,CA,95131-1933,No,1,Santa Clara Co Parcels 2012
2206,Active,No,Traditional,Elementary,K-5,Public,Cherrywood Elementary,Berryessa Union Elementary,Santa Clara,2550 Greengate Drive,San Jose,CA,95132-2699,No,1,Santa Clara Co Parcels 2012
2207,Active,No,Traditional,Elementary,K-5,Public,Laneview Elementary,Berryessa Union Elementary,Santa Clara,2095 Warmwood Lane,San Jose,CA,95132-1251,No,1,Santa Clara Co Parcels 2012
2208,Active,No,Traditional,Elementary,K-5,Public,Majestic Way Elementary,Berryessa Union Elementary,Santa Clara,1855 Majestic Way,San Jose,CA,95132-1940,No,1,Santa Clara Co Parcels 2012
2209,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Morrill Middle,Berryessa Union Elementary,Santa Clara,1970 Morrill Avenue,San Jose,CA,95132-1637,No,1,Santa Clara Co Parcels 2012
2210,Active,No,Traditional,Elementary,K-5,Public,Noble Elementary,Berryessa Union Elementary,Santa Clara,3466 Grossmont Drive,San Jose,CA,95132-3119,No,1,Santa Clara Co Parcels 2012
2211,Active,No,Traditional,Elementary,K-5,Public,Northwood Elementary,Berryessa Union Elementary,Santa Clara,2760 East Trimble Road,San Jose,CA,95132-1055,No,1,Santa Clara Co Parcels 2012
2212,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Piedmont Middle,Berryessa Union Elementary,Santa Clara,955 Piedmont Road,San Jose,CA,95132-2820,No,1,Santa Clara Co Parcels 2012
2213,Active,No,Traditional,Elementary,K-5,Public,Ruskin Elementary,Berryessa Union Elementary,Santa Clara,1401 Turlock Lane,San Jose,CA,95132-2347,No,1,Santa Clara Co Parcels 2012
2214,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Sierramont Middle,Berryessa Union Elementary,Santa Clara,3155 Kimlee Drive,San Jose,CA,95132-3605,No,1,Santa Clara Co Parcels 2012
2215,Active,No,Traditional,Elementary,K-5,Public,Summerdale Elementary,Berryessa Union Elementary,Santa Clara,1100 Summerdale Drive,San Jose,CA,95132-2934,No,1,Santa Clara Co Parcels 2012
2216,Active,No,Traditional,Elementary,K-5,Public,Toyon Elementary,Berryessa Union Elementary,Santa Clara,995 Bard Street,San Jose,CA,95127-1103,No,1,Santa Clara Co Parcels 2012
2217,Active,No,Traditional,Elementary,K-5,Public,Vinci Park Elementary,Berryessa Union Elementary,Santa Clara,1311 Vinci Park Way,San Jose,CA,95131-2792,No,1,Santa Clara Co Parcels 2012
2218,Active,No,Traditional,Elementary,K-5,Public,Bagby Elementary,Cambrian,Santa Clara,1840 Harris Avenue,San Jose,CA,95124-1125,No,1,Santa Clara Co Parcels 2012
2219,Active,Yes,Traditional,Elementary,K-5,Public,Fammatre Elementary,Cambrian,Santa Clara,2800 New Jersey Avenue,San Jose,CA,95124-1556,Yes,2,Santa Clara Co Parcels 2012
2220,Active,Yes,Traditional,Intermediate/Middle/Junior High,6-8,Public,Price Charter Middle,Cambrian,Santa Clara,2650 New Jersey Avenue,San Jose,CA,95124-1520,Yes,2,Santa Clara Co Parcels 2012
2221,Active,Yes,Traditional,Elementary,K-5,Public,Farnham Charter,Cambrian,Santa Clara,15711 Woodard Road,San Jose,CA,95124-2668,No,1,Santa Clara Co Parcels 2012
2222,Active,Yes,Traditional,Elementary,K-5,Public,Sartorette Charter,Cambrian,Santa Clara,3850 Woodford Drive,San Jose,CA,95124-3736,No,1,Santa Clara Co Parcels 2012
2223,Active,Yes,Traditional,Elementary,K-5,Public,Blackford Elementary,Campbell Union,Santa Clara,1970 Willow Street,San Jose,CA,95125-5241,No,1,Santa Clara Co Parcels 2012
2224,Active,No,Traditional,Intermediate/Middle/Junior High,5-8,Public,Campbell Middle,Campbell Union,Santa Clara,295 West Cherry Lane,Campbell,CA,95008,No,1,Santa Clara Co Parcels 2012
2225,Active,Yes,Traditional,Elementary,K-5,Public,Capri Elementary,Campbell Union,Santa Clara,850 Chapman Avenue,Campbell,CA,95008-6807,Yes,2,Santa Clara Co Parcels 2012
2226,Active,Yes,Traditional,Elementary,K-5,Public,Village,Campbell Union,Santa Clara,825 West Parr Avenue,Campbell,CA,95008,Yes,2,Santa Clara Co Parcels 2012
2227,Active,Yes,Traditional,Elementary,K-5,Public,Castlemont Elementary,Campbell Union,Santa Clara,3040 East Payne Avenue,Campbell,CA,95008-0136,No,1,Santa Clara Co Parcels 2012
2228,Active,Yes,Traditional,Intermediate/Middle/Junior High,5-8,Public,Monroe Middle,Campbell Union,Santa Clara,1055 South Monroe Street,San Jose,CA,95128-3150,No,1,Santa Clara Co Parcels 2012
2229,Active,Yes,Traditional,Elementary,K-5,Public,Forest Hill Elementary,Campbell Union,Santa Clara,4450 McCoy Avenue,San Jose,CA,95130-2117,No,1,Santa Clara Co Parcels 2012
2230,Active,Yes,Traditional,Elementary,K-5,Public,Lynhaven Elementary,Campbell Union,Santa Clara,881 South Cypress Avenue,San Jose,CA,95117-2508,No,1,Santa Clara Co Parcels 2012
2231,Active,Yes,Traditional,Elementary,K-5,Public,Marshall Lane Elementary,Campbell Union,Santa Clara,14114 Marilyn Lane,Saratoga,CA,95070-5646,No,1,Santa Clara Co Parcels 2012
2232,Active,Yes,Traditional,Elementary,1-8,Public,Rolling Hills Middle,Campbell Union,Santa Clara,1585 More Avenue,Los Gatos,CA,95030-1094,No,1,Santa Clara Co Parcels 2012
2233,Active,Yes,Traditional,Elementary,K-4,Public,Rosemary Elementary,Campbell Union,Santa Clara,401 West Hamilton Avenue,Campbell,CA,95008-0509,No,1,Santa Clara Co Parcels 2012
2234,Active,Yes,Traditional,Elementary,K-6,Public,Sherman Oaks Elementary,Campbell Union,Santa Clara,1800 Fruitdale Avenue,San Jose,CA,95128,No,1,Santa Clara Co Parcels 2012
2235,Active,No,Continuation School,High School,9-12,Public,Boynton High,Campbell Union High,Santa Clara,901 Boynton Avenue,San Jose,CA,95117,No,1,Santa Clara Co Parcels 2012
2236,Active,No,Traditional,High School,9-12,Public,Branham High,Campbell Union High,Santa Clara,1570 Branham Lane,San Jose,CA,95118,No,1,Santa Clara Co Parcels 2012
2237,Active,No,Community Day School,High School,8-12,Public,Camden Community Day,Campbell Union High,Santa Clara,2223 Camden Avenue,San Jose,CA,95124,No,1,Santa Clara Co Parcels 2012
2238,Active,No,Traditional,High School,9-12,Public,Del Mar High,Campbell Union High,Santa Clara,1224 Del Mar Avenue,San Jose,CA,95128-3529,No,1,Santa Clara Co Parcels 2012
2239,Active,No,Traditional,High School,9-12,Public,Leigh High,Campbell Union High,Santa Clara,5210 Leigh Avenue,San Jose,CA,95124-5616,No,1,Santa Clara Co Parcels 2012
2240,Active,No,Traditional,High School,9-12,Public,Prospect High,Campbell Union High,Santa Clara,18900 Prospect Road,Saratoga,CA,95070-3435,No,1,Santa Clara Co Parcels 2012
2241,Active,No,Traditional,High School,9-12,Public,Westmont High,Campbell Union High,Santa Clara,4805 Westmont Avenue,Campbell,CA,95008-5725,No,1,Santa Clara Co Parcels 2012
2242,Active,No,Traditional,Elementary,K-5,Public,Abraham Lincoln Elementary,Cupertino Union,Santa Clara,21710 McClellan Road,Cupertino,CA,95014-4054,No,1,Santa Clara Co Parcels 2012
2243,Active,No,Traditional,Elementary,K-5,Public,Blue Hills Elementary,Cupertino Union,Santa Clara,12300 De Sanka Avenue,Saratoga,CA,95070-3151,No,1,Santa Clara Co Parcels 2012
2244,Active,No,Traditional,Elementary,K-5,Public,C. B. Eaton Elementary,Cupertino Union,Santa Clara,20220 Suisun Drive,Cupertino,CA,95014,No,1,Santa Clara Co Parcels 2012
2245,Active,No,Traditional,Elementary,K-5,Public,Chester W. Nimitz Elementary,Cupertino Union,Santa Clara,545 East Cheyenne Drive,Sunnyvale,CA,94087-4421,No,1,Santa Clara Co Parcels 2012
2246,Active,No,Traditional,Elementary,K-8,Public,Christa McAuliffe Elementary,Cupertino Union,Santa Clara,12211 Titus Avenue,Saratoga,CA,95070-3456,No,1,Santa Clara Co Parcels 2012
2247,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Cupertino Middle,Cupertino Union,Santa Clara,1650 South Bernardo Avenue,Sunnyvale,CA,94087-5256,No,1,Santa Clara Co Parcels 2012
2248,Active,No,Traditional,Elementary,K-5,Public,D. J. Sedgwick Elementary,Cupertino Union,Santa Clara,19200 Phil Lane,Cupertino,CA,95014-3566,No,1,Santa Clara Co Parcels 2012
2249,Active,No,Traditional,Elementary,K-5,Public,Dwight D. Eisenhower Elementary,Cupertino Union,Santa Clara,277 Rodonovan Drive,Santa Clara,CA,95051-6656,No,1,Santa Clara Co Parcels 2012
2250,Active,No,Traditional,Elementary,K-5,Public,Garden Gate Elementary,Cupertino Union,Santa Clara,10500 Ann Arbor Avenue,Cupertino,CA,95014-1661,No,1,Santa Clara Co Parcels 2012
2251,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Joaquin Miller Middle,Cupertino Union,Santa Clara,6151 Rainbow Drive,San Jose,CA,95129-4043,No,1,Santa Clara Co Parcels 2012
2252,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,John F. Kennedy Middle,Cupertino Union,Santa Clara,821 Bubb Road,Cupertino,CA,95014-4938,No,1,Santa Clara Co Parcels 2012
2253,Active,No,Traditional,Elementary,K-5,Public,John Muir Elementary,Cupertino Union,Santa Clara,6560 Hanover Drive,San Jose,CA,95129-3832,No,1,Santa Clara Co Parcels 2012
2254,Active,No,Traditional,Elementary,K-5,Public,Louis E. Stocklmeir Elementary,Cupertino Union,Santa Clara,592 Dunholme Way,Sunnyvale,CA,94087-3300,No,1,Santa Clara Co Parcels 2012
2255,Active,No,Traditional,Elementary,K-5,Public,Manuel De Vargas Elementary,Cupertino Union,Santa Clara,5050 Moorpark Avenue,San Jose,CA,95129-2136,No,1,Santa Clara Co Parcels 2012
2256,Active,No,Traditional,Elementary,K-5,Public,Montclaire Elementary,Cupertino Union,Santa Clara,1160 Street Joseph Avenue,Los Altos,CA,94024-6755,No,1,Santa Clara Co Parcels 2012
2257,Active,No,Traditional,Elementary,K-5,Public,Murdock-Portal Elementary,Cupertino Union,Santa Clara,1188 Wunderlich Drive,San Jose,CA,95129,No,1,Santa Clara Co Parcels 2012
2258,Active,No,Traditional,Elementary,K-5,Public,Nelson S. Dilworth Elementary,Cupertino Union,Santa Clara,1101 Strayer Drive,San Jose,CA,95129-4065,No,1,Santa Clara Co Parcels 2012
2259,Active,No,Traditional,Elementary,K-5,Public,R. I. Meyerholz Elementary,Cupertino Union,Santa Clara,6990 Melvin Drive,San Jose,CA,95129-2858,No,1,Santa Clara Co Parcels 2012
2260,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Sam H. Lawson Middle,Cupertino Union,Santa Clara,10401 Vista Drive,Cupertino,CA,95014,No,1,Santa Clara Co Parcels 2012
2261,Active,No,Traditional,Elementary,K-5,Public,Stevens Creek Elementary,Cupertino Union,Santa Clara,10300 Ainsworth Drive,Cupertino,CA,95014-1099,No,1,Santa Clara Co Parcels 2012
2262,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Warren E. Hyde Middle,Cupertino Union,Santa Clara,19325 Bollinger Road,Cupertino,CA,95014-4657,No,1,Santa Clara Co Parcels 2012
2263,Active,No,Traditional,Elementary,K-5,Public,West Valley Elementary,Cupertino Union,Santa Clara,1635 Belleville Way,Sunnyvale,CA,94087-3926,No,1,Santa Clara Co Parcels 2012
2264,Active,No,Traditional,Elementary,K-5,Public,William Faria Elementary,Cupertino Union,Santa Clara,10155 Barbara Lane,Cupertino,CA,95014-2901,No,1,Santa Clara Co Parcels 2012
2265,Active,No,Traditional,Elementary,K-5,Public,William Regnart Elementary,Cupertino Union,Santa Clara,1170 Yorkshire Drive,Cupertino,CA,95014-4963,No,1,Santa Clara Co Parcels 2012
2266,Active,No,Traditional,High School,9-12,Public,Andrew P. Hill High,East Side Union High,Santa Clara,3200 Senter Road,San Jose,CA,95111-1332,No,1,Santa Clara Co Parcels 2012
2267,Active,Yes,Traditional,High School,9-12,Public,Leadership Public Schools - San Jose,Santa Clara County Office of Education,Santa Clara,1881 Cunningham Avenue,San Jose,CA,95122-1712,Yes,3,Santa Clara Co Parcels 2012
2268,Active,No,Traditional,High School,9-12,Public,William C. Overfelt High,East Side Union High,Santa Clara,1835 Cunningham Avenue,San Jose,CA,95122-1712,Yes,3,Santa Clara Co Parcels 2012
2269,Active,No,Alternative School of Choice,High School,10-12,Public,Calero High,East Side Union High,Santa Clara,420 Calero Avenue,San Jose,CA,95123-4240,No,1,Santa Clara Co Parcels 2012
2270,Active,Yes,Traditional,Elementary-High Combination,K-12,Public,Escuela Popular Accelerated Family Learning,East Side Union High,Santa Clara,467 North White Road,San Jose,CA,95127-1936,No,1,Santa Clara Co Parcels 2012
2271,Active,Yes,Traditional,High School,9-12,Public,"Escuela Popular/Center for Training and Careers, Family Learning",East Side Union High,Santa Clara,149 North White Road,San Jose,CA,95127-1612,No,1,Santa Clara Co Parcels 2012
2272,Active,No,Traditional,High School,9-12,Public,Evergreen Valley High,East Side Union High,Santa Clara,3300 Quimby Road,San Jose,CA,95148-3122,No,1,Santa Clara Co Parcels 2012
2273,Active,No,Continuation School,High School,11-12,Public,Foothill High,East Side Union High,Santa Clara,230 Pala Avenue,San Jose,CA,95127-1862,No,1,Santa Clara Co Parcels 2012
2274,Active,No,Traditional,High School,9-12,Public,James Lick High,East Side Union High,Santa Clara,57 North White Road,San Jose,CA,95127-1933,No,1,Santa Clara Co Parcels 2012
2275,Active,No,Continuation School,High School,11-12,Public,Pegasus High,East Side Union High,Santa Clara,1776 Educational Park Drive,San Jose,CA,95133-1703,Yes,4,Santa Clara Co Parcels 2012
2276,Active,Yes,Traditional,High School,9-12,Public,KIPP San Jose Collegiate,East Side Union High,Santa Clara,1790 Educational Park Drive,San Jose,CA,95133,Yes,4,Santa Clara Co Parcels 2012
2277,Active,Yes,Traditional,High School,9-12,Public,Latino College Preparatory Academy,East Side Union High,Santa Clara,1966 Flint Avenue,San Jose,CA,95148,Yes,3,Santa Clara Co Parcels 2012
2278,Active,No,Traditional,High School,9-12,Public,Mount Pleasant High,East Side Union High,Santa Clara,1750 South White Road,San Jose,CA,95127-4760,No,1,Santa Clara Co Parcels 2012
2279,Active,No,Traditional,High School,9-12,Public,Oak Grove High,East Side Union High,Santa Clara,285 Blossom Hill Road,San Jose,CA,95123-2048,Yes,2,Santa Clara Co Parcels 2012
2280,Active,No,Traditional,High School,9-12,Public,Independence High,East Side Union High,Santa Clara,1776 Educational Park Drive,San Jose,CA,95133-1703,Yes,4,Santa Clara Co Parcels 2012
2281,Active,No,Traditional,High School,9-12,Public,Santa Teresa High,East Side Union High,Santa Clara,6150 Snell Road,San Jose,CA,95123-4740,Yes,2,Santa Clara Co Parcels 2012
