,status,charter,ed_type,level_,grades,pb_prv_bie,school,district,county,street,city,state,zip,stacked,stack_cnt,source
4496,Active,No,Continuation School,High School,10-12,Public,Summit High (Continuation),Desert Sands Unified,Riverside,43-330 Palm Royale Drive,La Quinta,CA,92253,Yes,3,Riverside CO Parcels 2011
4497,Active,No,Alternative School of Choice,Elementary-High Combination,K-12,Public,Horizon,Desert Sands Unified,Riverside,43-330 Palm Royale Drive,La Quinta,CA,92253,Yes,3,Riverside CO Parcels 2011
4498,Active,No,Traditional,Elementary-High Combination,Adult,Public,Desert Sands Adult,Desert Sands Unified,Riverside,43-330 Palm Royale Drive,La Quinta,CA,92253-8170,Yes,3,Riverside CO Parcels 2011
4499,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Desert Ridge Academy,Desert Sands Unified,Riverside,79-767 Avenue 39,Indio,CA,92203,Yes,2,Riverside CO Parcels 2011
4500,Active,No,Traditional,High School,9-12,Public,Shadow Hills High,Desert Sands Unified,Riverside,39-225 Jefferson Street,Indio,CA,92201,Yes,2,Riverside CO Parcels 2011
4501,Active,No,Traditional,Elementary,K-5,Public,Dr. Reynaldo J. Carreon Jr. Academy,Desert Sands Unified,Riverside,47-368 Monroe Street,Indio,CA,92201,No,1,Riverside CO Parcels 2011
4502,Active,No,Traditional,Elementary,K-5,Public,Herbert Hoover Elementary,Desert Sands Unified,Riverside,44-300 Monroe Street,Indio,CA,92201-3011,No,1,Riverside CO Parcels 2011
4503,Active,Yes,Traditional,Elementary,K-5,Public,George Washington Charter,Desert Sands Unified,Riverside,45-768 Portola Avenue,Palm Desert,CA,92260-4861,No,1,Riverside CO Parcels 2011
4504,Active,No,Traditional,Elementary,K-5,Public,Gerald R. Ford Elementary,Desert Sands Unified,Riverside,44-210 Warner Trail,Indian Wells,CA,92210,No,1,Riverside CO Parcels 2011
4505,Active,No,Traditional,Elementary,K-5,Public,Harry S. Truman Elementary,Desert Sands Unified,Riverside,78-870 Avenue 50,La Quinta,CA,92253-2400,Yes,2,Riverside CO Parcels 2011
4506,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,La Quinta Middle,Desert Sands Unified,Riverside,78-900 Avenue 50,La Quinta,CA,92253-2400,Yes,2,Riverside CO Parcels 2011
4507,Active,No,Traditional,High School,9-12,Public,Indio High,Desert Sands Unified,Riverside,81-750 Avenue 46,Indio,CA,92201-3911,No,1,Riverside CO Parcels 2011
4508,Active,No,Traditional,Elementary,K-5,Public,James Earl Carter Elementary,Desert Sands Unified,Riverside,74-251 Hovley Lane East,Palm Desert,CA,92260-1700,No,1,CDE Schools database 2016
4509,Active,No,Traditional,Elementary,K-5,Public,John Adams Elementary,Desert Sands Unified,Riverside,50-800 Desert Club Drive,La Quinta,CA,92253-2982,No,1,Riverside CO Parcels 2011
4510,Active,No,Traditional,Elementary,K-5,Public,John F. Kennedy Elementary,Desert Sands Unified,Riverside,45-100 Clinton Street,Indio,CA,92201-3807,No,1,Riverside CO Parcels 2011
4511,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,John Glenn Middle School of International Studies,Desert Sands Unified,Riverside,79-655 Miles Avenue,Indio,CA,92201,Yes,2,Riverside CO Parcels 2011
4512,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Indio Middle,Desert Sands Unified,Riverside,81-195 Miles Avenue,Indio,CA,92201-5639,Yes,2,Riverside CO Parcels 2011
4513,Active,No,Traditional,High School,9-12,Public,La Quinta High,Desert Sands Unified,Riverside,79-255 Westward Ho Drive,La Quinta,CA,92253,No,1,Riverside CO Parcels 2011
4514,Active,No,Traditional,Elementary,K-5,Public,Lyndon B. Johnson Elementary,Desert Sands Unified,Riverside,44-640 Clinton Street,Indio,CA,92201,No,1,Riverside CO Parcels 2011
4515,Active,No,Traditional,Elementary,K-5,Public,Martin Van Buren Elementary,Desert Sands Unified,Riverside,47-733 Van Buren Street,Indio,CA,92201-7144,No,1,Riverside CO Parcels 2011
4516,Active,No,Traditional,High School,9-12,Public,Palm Desert High,Desert Sands Unified,Riverside,74-910 Aztec Road,Palm Desert,CA,92260-5639,No,1,Riverside CO Parcels 2011
4517,Active,No,Traditional,Elementary,K-5,Public,Ronald Reagan Elementary,Desert Sands Unified,Riverside,39-800 Liberty Drive,Palm Desert,CA,92211-9300,No,1,Riverside CO Parcels 2011
4518,Active,No,Traditional,Elementary,K-5,Public,Theodore Roosevelt Elementary,Desert Sands Unified,Riverside,83-200 Drive Carreon Boulevard,Indio,CA,92201,No,1,Riverside CO Parcels 2011
4519,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Acacia Middle,Hemet Unified,Riverside,1200 East Acacia Avenue,Hemet,CA,92543-4521,No,1,Riverside CO Parcels 2011
4520,Active,No,Traditional,Elementary,K-5,Public,Bautista Creek Elementary,Hemet Unified,Riverside,441 Lake Street,Hemet,CA,92544,No,1,Riverside CO Parcels 2011
4521,Active,No,Traditional,Elementary,K-5,Public,Cawston Elementary,Hemet Unified,Riverside,4000 West Menlo Avenue,Hemet,CA,92545,No,1,Riverside CO Parcels 2011
4522,Active,Yes,Traditional,High School,9-12,Public,College Prep High,Hemet Unified,Riverside,26400 Dartmouth Street,Hemet,CA,92544,Yes,2,Riverside CO Parcels 2011
4523,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Dartmouth Middle,Hemet Unified,Riverside,41535 Mayberry Avenue,Hemet,CA,92544-6389,Yes,2,Riverside CO Parcels 2011
4524,Active,No,Traditional,Elementary,K-8,Public,Cottonwood Elementary,Hemet Unified,Riverside,44260 Sage Road,Aguanga,CA,92536-9696,No,1,Riverside CO Parcels 2011
4525,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Diamond Valley Middle,Hemet Unified,Riverside,291 West Chambers Street,Hemet,CA,92543,No,1,Riverside CO Parcels 2011
4526,Active,No,Traditional,Elementary,K-5,Public,McSweeny Elementary,Hemet Unified,Riverside,451 West Chambers Avenue,Hemet,CA,92543-9661,No,1,Riverside CO Parcels 2011
4527,Active,No,Traditional,Elementary,K-5,Public,Fruitvale Elementary,Hemet Unified,Riverside,2800 West Fruitvale Avenue,Hemet,CA,92545-1541,No,1,Riverside CO Parcels 2011
4528,Active,No,Traditional,High School,9-12,Public,Hamilton High,Hemet Unified,Riverside,57430 Mitchell Road,Anza,CA,92539,Yes,2,Riverside CO Parcels 2011
4529,Active,No,Traditional,Elementary,K-8,Public,Hamilton Elementary,Hemet Unified,Riverside,57550 Mitchell Road,Anza,CA,92539-9287,Yes,2,Riverside CO Parcels 2011
4530,Active,No,Traditional,Elementary,K-5,Public,Harmony Elementary,Hemet Unified,Riverside,1500 South Cawston Street,Hemet,CA,92545-7056,No,1,Riverside CO Parcels 2011
4531,Active,No,Continuation School,High School,11-12,Public,Alessandro High,Hemet Unified,Riverside,831 East Devonshire Avenue,Hemet,CA,92543-3052,Yes,3,Riverside CO Parcels 2011
4532,Active,No,Alternative School of Choice,High School,9-12,Public,Helen Hunt Jackson Alternative High,Hemet Unified,Riverside,258 North Thompson,Hemet,CA,92543,Yes,3,Riverside CO Parcels 2011
4533,Active,No,Alternative School of Choice,Elementary,K-8,Public,Family Tree Learning Center,Hemet Unified,Riverside,258 North Thompson St,Hemet,CA,92543,Yes,3,Riverside CO Parcels 2011
4534,Active,No,Traditional,High School,9-12,Public,Hemet High,Hemet Unified,Riverside,41701 Stetson Avenue,Hemet,CA,92544-7518,No,1,Riverside CO Parcels 2011
4535,Active,No,Traditional,Elementary,K-8,Public,Idyllwild,Hemet Unified,Riverside,26700 State Highway 243,Idyllwild,CA,92549-0097,No,1,Riverside CO Parcels 2011
4536,Active,No,Traditional,Elementary,K-5,Public,Jacob Wiens Elementary,Hemet Unified,Riverside,935 East Campus Way,Hemet,CA,92543,No,1,Riverside CO Parcels 2011
4537,Active,No,Traditional,Elementary,K-5,Public,Little Lake Elementary,Hemet Unified,Riverside,26091 South Meridian Street,Hemet,CA,92544-6401,No,1,Riverside CO Parcels 2011
4538,Active,No,Traditional,Elementary,K-5,Public,Ramona Elementary,Hemet Unified,Riverside,41051 Whittier Avenue,Hemet,CA,92544-6312,No,1,Riverside CO Parcels 2011
4539,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Rancho Viejo Middle,Hemet Unified,Riverside,985 North Cawston Avenue,Hemet,CA,92545-1551,No,1,Riverside CO Parcels 2011
4540,Active,No,Traditional,High School,9-12,Public,Tahquitz High,Hemet Unified,Riverside,4425 Titan Trail,Hemet,CA,92545-6224,No,1,Riverside CO Parcels 2011
4541,Active,No,Traditional,Elementary,K-5,Public,Valle Vista Elementary,Hemet Unified,Riverside,43900 Mayberry Avenue,Hemet,CA,92544-6634,No,1,Riverside CO Parcels 2011
4542,Active,No,Traditional,High School,9-12,Public,West Valley High,Hemet Unified,Riverside,3401 Mustang Way,Hemet,CA,92545-9257,No,1,Riverside CO Parcels 2011
4543,Active,No,Traditional,Elementary,K-5,Public,Whittier Elementary,Hemet Unified,Riverside,400 West Whittier Avenue,Hemet,CA,92543-5940,No,1,Riverside CO Parcels 2011
4544,Active,No,Traditional,Elementary,K-5,Public,Winchester Elementary,Hemet Unified,Riverside,28751 Winchester Road,Winchester,CA,92596-9570,No,1,Riverside CO Parcels 2011
4545,Active,No,Traditional,Elementary,K-6,Public,Camino Real Elementary,Jurupa Unified,Riverside,4655 Camino Real,Jurupa Valley,CA,92509-5419,No,1,Riverside CO Parcels 2011
4546,Active,No,Traditional,Elementary,K-6,Public,Glen Avon Elementary,Jurupa Unified,Riverside,4352 Pyrite Street,Jurupa Valley,CA,92509-3338,No,1,Riverside CO Parcels 2011
